time,angle,distance
45.00000000000037,66,6.334535006819101
45.10000000000037,65,7.448525264345366
45.20000000000037,64,7.255324001969962
45.300000000000374,63,4.665604953108163
45.400000000000375,62,5.565840622474408
45.50000000000038,61,6.1084484231883085
45.60000000000038,60,6.441412300899111
45.70000000000038,59,5.833033857674434
45.80000000000038,58,5.504180645120555
45.90000000000038,57,6.708605536099138
46.000000000000384,56,7.045680078966864
46.100000000000385,55,10.05468697383486
46.20000000000039,54,6.48662961762527
46.30000000000039,53,7.041569413809941
46.40000000000039,52,6.519514938880658
46.50000000000039,51,7.38275462183459
46.60000000000039,50,5.487737984492861
46.700000000000394,49,5.80425920157597
46.800000000000395,48,5.561729957317484
46.9000000000004,47,5.4096353465113145
47.0000000000004,46,5.619279269514413
47.1000000000004,45,5.495959314806708
47.2000000000004,44,5.430188672295932
47.3000000000004,43,5.20410208866514
47.400000000000404,42,5.578172617945178
47.500000000000405,41,6.441412300899111
47.600000000000406,40,6.971688106142241
47.70000000000041,41,8.295322286671606
47.80000000000041,42,3.7119306367019127
47.90000000000041,43,15.772622207115436
48.00000000000041,44,28.593786831559807
48.10000000000041,45,15.09436245622306
48.200000000000415,46,13.581637678475216
48.300000000000416,47,13.145907171841326
48.40000000000042,48,13.848830913675242
48.50000000000042,49,104.64109223464439
48.60000000000042,50,14.938157180259967
48.70000000000042,51,14.202348117170663
48.80000000000042,52,14.218790777798358
48.900000000000425,53,13.836498918204471
49.000000000000426,54,14.148909470130658
49.10000000000043,55,15.386219682364628
49.20000000000043,56,16.689300537109375
49.30000000000043,57,17.556650885220233
49.40000000000043,58,17.98004939638335
49.50000000000043,59,16.611197899127827
49.600000000000435,60,16.73040718867861
49.700000000000436,61,17.585425541318696
49.80000000000044,62,14.568197316136853
49.90000000000044,63,14.535311994881466
50.00000000000044,64,17.314121640961744
50.10000000000044,65,13.33910843421673
50.20000000000044,66,17.05103907091864
50.300000000000445,67,540.8731000176791
50.400000000000446,68,10.473974819841056
50.50000000000045,69,8.352871598868534
50.60000000000045,70,40.02965729812096
50.70000000000045,71,40.82301567340719
50.80000000000045,72,40.835347668877965
50.90000000000045,73,40.28862920300714
51.000000000000455,74,40.2475225514379
51.100000000000456,75,39.87756268731479
51.20000000000046,76,40.14475592251482
51.30000000000046,77,39.75013206745016
51.40000000000046,78,36.66302253460062
51.50000000000046,79,40.56404376852101
51.60000000000046,80,41.95755925671808
51.700000000000465,81,41.435504781788794
51.800000000000466,82,34.87077252618198
51.90000000000047,83,41.11487289954876
52.00000000000047,84,41.04910225703799
52.10000000000047,85,40.970999619056435
52.20000000000047,86,41.439615446945716
52.30000000000047,87,41.47661143335803
52.400000000000475,88,31.66856436893858
52.500000000000476,89,34.24184075717268
52.60000000000048,90,29.346038555276806
52.70000000000048,91,33.362158413591054
52.80000000000048,92,28.07995368694437
52.90000000000048,93,33.740339608028016
53.00000000000048,94,33.27994511045259
53.100000000000485,95,33.27172378013874
53.200000000000486,96,28.112839008199757
53.30000000000049,97,28.49102020263672
53.40000000000049,98,31.216391201676995
53.50000000000049,99,33.47725703798491
53.60000000000049,100,35.224289729677395
53.70000000000049,101,41.08198757829337
53.800000000000495,102,35.58191759832974
53.900000000000496,103,38.414165891450025
54.0000000000005,104,42.26996980864426
54.1000000000005,105,42.533052378687366
54.2000000000005,106,33.949983531031116
54.3000000000005,107,43.59771465433055
54.4000000000005,108,48.46063153497104
54.500000000000504,109,40.021435967807115
54.600000000000506,110,42.25763781317349
54.70000000000051,111,37.87155809073612
54.80000000000051,112,38.97732701794855
54.90000000000051,113,28.877422727387525
55.00000000000051,114,28.17449898555361
55.10000000000051,115,28.55268017999057
55.200000000000514,116,28.49102020263672
55.300000000000516,117,27.97307639286436
55.40000000000052,118,28.034736370218212
55.50000000000052,119,27.74698980923357
55.60000000000052,120,27.936080406452046
55.70000000000052,121,27.767543135018183
55.80000000000052,122,26.58778223498114
55.900000000000524,123,26.369916981664197
56.000000000000526,124,26.58367156982422
56.10000000000053,125,26.316478334624193
56.20000000000053,126,26.743987510944233
56.30000000000053,127,26.59600356529499
56.40000000000053,128,26.80975815345501
56.50000000000053,129,27.455132583092
56.600000000000534,130,27.389361940581225
56.700000000000536,131,27.319480632913525
56.80000000000054,132,27.767543135018183
56.90000000000054,133,27.742879144076642
57.00000000000054,134,27.882641759412042
